호텔명,입실,퇴실,지역,숙박유형,별점,등급,가격,가장 가까운 공항,가장 가까운 공항과의 거리,가장 가까운 공항까지 시간
호텔 JAL 시티 나하,2023-08-13,2023-08-14,오키나와,호텔,8.6,3성급,135603,Naha Airport,5.4 km,15 mins
노보텔 오키나와 나하 호텔,2023-08-13,2023-08-14,오키나와,호텔,8.4,4성급,195047,Naha Airport,4.7 km,11 mins
호텔 라이브맥스 나하-마쓰야마,2023-08-13,2023-08-14,오키나와,호텔,6.9,3성급,36082,Fukuoka Airport,324 km,5 hours 51 mins
베스트 웨스턴 오키나와 고우키 비치,2023-08-13,2023-08-14,오키나와,호텔,8.5,3성급,269938,Naha Airport,15.3 km,24 mins
호텔 유가후 인 오키나와,2023-08-13,2023-08-14,오키나와,호텔,8.2,3성급,87676,Naha Airport,79.0 km,1 hour 13 mins
알몬트 호텔 나하 오모로마치,2023-08-13,2023-08-14,오키나와,호텔,8.2,3성급,65080,Naha Airport,7.9 km,19 mins
카후 리조트 후차쿠 콘도 호텔,2023-08-13,2023-08-14,오키나와,호텔,8.6,4성급,531440,Naha Airport,50.8 km,52 mins
더 나하 테라스,2023-08-13,2023-08-14,오키나와,호텔,8.6,4성급,273834,Naha Airport,7.0 km,18 mins
퍼시픽 호텔 오키나와,2023-08-13,2023-08-14,오키나와,호텔,7.5,3성급,65374,Naha Airport,5.2 km,10 mins
로와지르 호텔 나하,2023-08-13,2023-08-14,오키나와,호텔,7.6,3성급,180179,Naha Airport,4.9 km,11 mins
베스트 웨스턴 오키나와 온나 비치,2023-08-13,2023-08-14,오키나와,호텔,8.5,3성급,377805,Naha Airport,37.7 km,1 hour 2 mins
호텔 로코 인 오키나와,2023-08-13,2023-08-14,오키나와,호텔,7.9,3성급,35515,Naha Airport,15.3 km,24 mins
시사이드 호텔 더 비치,2023-08-13,2023-08-14,오키나와,호텔,7.9,3성급,62968,Naha Airport,22.6 km,43 mins
호텔 닛코 아리비라,2023-08-13,2023-08-14,오키나와,호텔,8.9,4성급,615204,Naha Airport,33.3 km,1 hour 3 mins
로얄 호텔 오키나와 잔파미사키,2023-08-13,2023-08-14,오키나와,호텔,8.1,3성급,360693,Naha Airport,36.1 km,1 hour 8 mins
유쿠리나 리조트 오키나와 우미카지,2023-08-13,2023-08-14,오키나와,호텔,,3성급,169413,Naha Airport,4.7 km,10 mins
콘도미니엄 호텔 몬파,2023-08-13,2023-08-14,오키나와,호텔,8.5,3성급,175887,Naha Airport,20.4 km,38 mins
Apa 호텔 나하,2023-08-13,2023-08-14,오키나와,호텔,7,3성급,31760,Naha Airport,4.7 km,11 mins
라구나 가든 호텔,2023-08-13,2023-08-14,오키나와,호텔,8,4성급,157532,Naha Airport,15.5 km,28 mins
가네히데 기세 비치 팰리스,2023-08-13,2023-08-14,오키나와,호텔,8.4,3성급,272528,Naha Airport,72.7 km,1 hour 4 mins
호텔 토리피토 나하 아사히바시,2023-08-13,2023-08-14,오키나와,호텔,8.8,3성급,98355,Naha Airport,4.7 km,11 mins
리치몬드 호텔 나하 구모지,2023-08-13,2023-08-14,오키나와,호텔,8,3성급,61751,Naha Airport,5.0 km,12 mins
호텔 스트라타 나하,2023-08-14,2023-08-15,오키나와,호텔,8.7,3성급,94341,Naha Airport,4.7 km,11 mins
하얏트 리젠시 나하 오키나와,2023-08-14,2023-08-15,오키나와,호텔,8.7,4성급,252537,Naha Airport,6.3 km,17 mins
호텔 마하이나 웰니스 리조트 오키나와,2023-08-14,2023-08-15,오키나와,호텔,7.8,3성급,230288,Naha Airport,97.6 km,1 hour 39 mins
더 비치 타워 오키나와,2023-08-14,2023-08-15,오키나와,호텔,8.2,4성급,298442,Naha Airport,20.0 km,37 mins
JR 규슈 호텔 블로섬 나하,2023-08-14,2023-08-15,오키나와,호텔,8.6,3성급,116735,Naha Airport,4.7 km,11 mins
레쿠 오키나와 차탄 스파 & 리조트,2023-08-14,2023-08-15,오키나와,호텔,8.9,4성급,313194,Naha Airport,15.3 km,24 mins
힐튼 오키나와 자탄 리조트,2023-08-14,2023-08-15,오키나와,호텔,8.7,4성급,673687,Naha Airport,18.9 km,35 mins
호텔 문 비치,2023-08-14,2023-08-15,오키나와,호텔,8.5,3성급,490424,Naha Airport,50.2 km,53 mins
오리엔탈 호텔 오키나와 리조트 & 스파,2023-08-14,2023-08-15,오키나와,호텔,8.4,4성급,508343,Naha Airport,64.6 km,1 hour 7 mins
할레쿨라니 오키나와,2023-08-14,2023-08-15,오키나와,호텔,9.3,5성급,1065593,Naha Airport,63.2 km,1 hour 5 mins
베셀 호텔 캄파나 오키나와,2023-08-14,2023-08-15,오키나와,호텔,8.6,3성급,272848,Naha Airport,20.5 km,39 mins
호텔 오리온 모토부 리조트 & 스파,2023-08-14,2023-08-15,오키나와,호텔,8.9,4성급,449226,Naha Airport,98.9 km,1 hour 41 mins
힐튼 오키나와 세소코 리조트,2023-08-14,2023-08-15,오키나와,호텔,8.4,4성급,575142,Naha Airport,95.6 km,1 hour 34 mins
네스트 호텔 나하,2023-08-14,2023-08-15,오키나와,호텔,8.3,3성급,80913,Naha Airport,4.7 km,11 mins
알몬트 호텔 나하 겐초마에,2023-08-14,2023-08-15,오키나와,호텔,8.6,3성급,73279,Naha Airport,4.6 km,10 mins
호텔 안테룸 나하,2023-08-14,2023-08-15,오키나와,호텔,8.8,3성급,123863,Naha Airport,4.7 km,11 mins
문 비치 팰리스 호텔,2023-08-14,2023-08-15,오키나와,호텔,8.6,3성급,543098,Naha Airport,50.2 km,53 mins
글램데이 스타일 오키나와 요미탄 호텔 & 리조트,2023-08-14,2023-08-15,오키나와,호텔,9.2,3성급,852402,Naha Airport,15.3 km,24 mins
호텔 콜렉티브,2023-08-14,2023-08-15,오키나와,호텔,9.1,4성급,225384,Naha Airport,5.4 km,15 mins
마린 피아자 오키나와,2023-08-14,2023-08-15,오키나와,호텔,7.7,3성급,151713,Naha Airport,96.5 km,1 hour 37 mins
더블트리 바이 힐튼 오키나와 자탄 리조트,2023-08-14,2023-08-15,오키나와,호텔,8.8,4성급,550546,Naha Airport,21.3 km,39 mins
문 오션 기노완 호텔 앤 레지던스,2023-08-14,2023-08-15,오키나와,호텔,8.5,4성급,341260,Naha Airport,13.6 km,24 mins
호텔 몬토레 오키나와 스파＆리조트,2023-08-14,2023-08-15,오키나와,호텔,8.8,4성급,422039,Naha Airport,15.3 km,24 mins
더 유인치 호텔 난조,2023-08-14,2023-08-15,오키나와,호텔,8.5,3성급,127867,Naha Airport,17.3 km,30 mins
호텔 그레이스리 나하,2023-08-14,2023-08-15,오키나와,호텔,8.5,3성급,62211,Naha Airport,5.0 km,13 mins
호텔 WBF 아트 스테이 나하,2023-08-14,2023-08-15,오키나와,호텔,8.6,3성급,72459,Naha Airport,6.0 km,15 mins
GRG 호텔 나하,2023-08-14,2023-08-15,오키나와,호텔,8.2,3성급,35648,Naha Airport,5.2 km,11 mins
호텔 팜 로열 나하 고쿠사이 스트리트,2023-08-14,2023-08-15,오키나와,호텔,8.2,3성급,69091,Naha Airport,5.7 km,17 mins
호텔 오키나와 위드 산리오 캐릭터,2023-08-14,2023-08-15,오키나와,호텔,8.3,3성급,103948,Naha Airport,15.3 km,24 mins
리가 로얄 그랑 오키나와,2023-08-14,2023-08-15,오키나와,호텔,8.9,4성급,159044,Naha Airport,4.2 km,8 mins
호텔 로코어 나하,2023-08-14,2023-08-15,오키나와,호텔,8.5,3성급,74428,Naha Airport,4.7 km,11 mins
오키나와 나하나 호텔 & 스파,2023-08-14,2023-08-15,오키나와,호텔,7.7,4성급,69808,Naha Airport,15.3 km,24 mins
도큐 스테이 오키나와 나하,2023-08-14,2023-08-15,오키나와,호텔,8.7,3성급,122548,Naha Airport,4.7 km,11 mins
더 리츠칼튼 오키나와,2023-08-14,2023-08-15,오키나와,호텔,8.8,5성급,710384,Naha Airport,75.0 km,1 hour 8 mins
컴포트 호텔 나하 프리펙추얼 오피스,2023-08-14,2023-08-15,오키나와,호텔,7.8,3성급,56737,Naha Airport,4.7 km,11 mins
라젠트 호텔 오키니와 자탄,2023-08-14,2023-08-15,오키나와,호텔,8.7,4성급,31770,Naha Airport,15.3 km,24 mins
르와지르 스파 타워 나하,2023-08-14,2023-08-15,오키나와,호텔,8.2,4성급,217089,Naha Airport,4.7 km,11 mins
머큐어 호텔 오키나와 나하,2023-08-14,2023-08-15,오키나와,호텔,8.2,3성급,84204,Naha Airport,5.0 km,12 mins
다이와 로이넷 호텔 나하 고쿠사이도리,2023-08-14,2023-08-15,오키나와,호텔,8.4,3성급,68140,Naha Airport,7.9 km,19 mins
오키나와 가리유시 비치 리조트 오션 스파,2023-08-14,2023-08-15,오키나와,호텔,7.9,4성급,318977,Naha Airport,64.1 km,1 hour 6 mins
쉐라톤 오키나와 선마리나 리조트,2023-08-14,2023-08-15,오키나와,호텔,8.6,4성급,766650,Naha Airport,51.0 km,53 mins
오키나와 하버뷰 호텔,2023-08-14,2023-08-15,오키나와,호텔,8.1,4성급,126622,Naha Airport,15.3 km,24 mins
호텔 오션 오키나와,2023-08-14,2023-08-15,오키나와,호텔,8.6,3성급,73764,Naha Airport,15.3 km,24 mins
오쿠마 프라이빗 비치 & 리조트,2023-08-14,2023-08-15,오키나와,호텔,8.5,4성급,559275,Naha Airport,105 km,1 hour 45 mins
호텔 JAL 시티 나하,2023-08-14,2023-08-15,오키나와,호텔,8.6,3성급,88300,Naha Airport,5.4 km,15 mins
노보텔 오키나와 나하 호텔,2023-08-14,2023-08-15,오키나와,호텔,8.4,4성급,168144,Naha Airport,4.7 km,11 mins
호텔 라이브맥스 나하-마쓰야마,2023-08-14,2023-08-15,오키나와,호텔,6.9,3성급,37067,Fukuoka Airport,324 km,5 hours 51 mins
베스트 웨스턴 오키나와 고우키 비치,2023-08-14,2023-08-15,오키나와,호텔,8.5,3성급,209275,Naha Airport,15.3 km,24 mins
호텔 유가후 인 오키나와,2023-08-14,2023-08-15,오키나와,호텔,8.2,3성급,87345,Naha Airport,79.0 km,1 hour 13 mins
알몬트 호텔 나하 오모로마치,2023-08-14,2023-08-15,오키나와,호텔,8.2,3성급,66841,Naha Airport,7.9 km,19 mins
카후 리조트 후차쿠 콘도 호텔,2023-08-14,2023-08-15,오키나와,호텔,8.6,4성급,498103,Naha Airport,50.8 km,52 mins
더 나하 테라스,2023-08-14,2023-08-15,오키나와,호텔,8.6,4성급,221230,Naha Airport,7.0 km,18 mins
퍼시픽 호텔 오키나와,2023-08-14,2023-08-15,오키나와,호텔,7.5,3성급,54654,Naha Airport,5.2 km,10 mins
로와지르 호텔 나하,2023-08-14,2023-08-15,오키나와,호텔,7.6,3성급,170404,Naha Airport,4.9 km,11 mins
베스트 웨스턴 오키나와 온나 비치,2023-08-14,2023-08-15,오키나와,호텔,8.5,3성급,297834,Naha Airport,37.7 km,1 hour 2 mins
호텔 로코 인 오키나와,2023-08-14,2023-08-15,오키나와,호텔,7.9,3성급,38399,Naha Airport,15.3 km,24 mins
시사이드 호텔 더 비치,2023-08-14,2023-08-15,오키나와,호텔,7.9,3성급,61636,Naha Airport,22.6 km,43 mins
호텔 닛코 아리비라,2023-08-14,2023-08-15,오키나와,호텔,8.9,4성급,530163,Naha Airport,33.3 km,1 hour 3 mins
로얄 호텔 오키나와 잔파미사키,2023-08-14,2023-08-15,오키나와,호텔,8.1,3성급,298983,Naha Airport,36.1 km,1 hour 8 mins
콘도미니엄 호텔 몬파,2023-08-14,2023-08-15,오키나와,호텔,8.5,3성급,217439,Naha Airport,20.4 km,38 mins
Apa 호텔 나하,2023-08-14,2023-08-15,오키나와,호텔,7,3성급,37365,Naha Airport,4.7 km,11 mins
라구나 가든 호텔,2023-08-14,2023-08-15,오키나와,호텔,8,4성급,141024,Naha Airport,15.5 km,28 mins
가네히데 기세 비치 팰리스,2023-08-14,2023-08-15,오키나와,호텔,8.4,3성급,210481,Naha Airport,72.7 km,1 hour 4 mins
호텔 토리피토 나하 아사히바시,2023-08-14,2023-08-15,오키나와,호텔,8.8,3성급,91542,Naha Airport,4.7 km,11 mins
리치몬드 호텔 나하 구모지,2023-08-14,2023-08-15,오키나와,호텔,8,3성급,62108,Naha Airport,5.0 km,12 mins
호텔 스트라타 나하,2023-08-15,2023-08-16,오키나와,호텔,8.7,3성급,94341,Naha Airport,4.7 km,11 mins
하얏트 리젠시 나하 오키나와,2023-08-15,2023-08-16,오키나와,호텔,8.7,4성급,238475,Naha Airport,6.3 km,17 mins
호텔 마하이나 웰니스 리조트 오키나와,2023-08-15,2023-08-16,오키나와,호텔,7.8,3성급,180178,Naha Airport,97.6 km,1 hour 39 mins
더 비치 타워 오키나와,2023-08-15,2023-08-16,오키나와,호텔,8.2,4성급,196247,Naha Airport,20.0 km,37 mins
JR 규슈 호텔 블로섬 나하,2023-08-15,2023-08-16,오키나와,호텔,8.6,3성급,110872,Naha Airport,4.7 km,11 mins
레쿠 오키나와 차탄 스파 & 리조트,2023-08-15,2023-08-16,오키나와,호텔,8.9,4성급,226464,Naha Airport,15.3 km,24 mins
힐튼 오키나와 자탄 리조트,2023-08-15,2023-08-16,오키나와,호텔,8.7,4성급,567229,Naha Airport,18.9 km,35 mins
호텔 문 비치,2023-08-15,2023-08-16,오키나와,호텔,8.5,3성급,361172,Naha Airport,50.2 km,53 mins
오리엔탈 호텔 오키나와 리조트 & 스파,2023-08-15,2023-08-16,오키나와,호텔,8.4,4성급,443190,Naha Airport,64.6 km,1 hour 7 mins
할레쿨라니 오키나와,2023-08-15,2023-08-16,오키나와,호텔,9.3,5성급,1022989,Naha Airport,63.2 km,1 hour 5 mins
베셀 호텔 캄파나 오키나와,2023-08-15,2023-08-16,오키나와,호텔,8.6,3성급,270955,Naha Airport,20.5 km,39 mins
호텔 오리온 모토부 리조트 & 스파,2023-08-15,2023-08-16,오키나와,호텔,8.9,4성급,449226,Naha Airport,98.9 km,1 hour 41 mins
힐튼 오키나와 세소코 리조트,2023-08-15,2023-08-16,오키나와,호텔,8.4,4성급,575069,Naha Airport,95.6 km,1 hour 34 mins
네스트 호텔 나하,2023-08-15,2023-08-16,오키나와,호텔,8.3,3성급,80913,Naha Airport,4.7 km,11 mins
알몬트 호텔 나하 겐초마에,2023-08-15,2023-08-16,오키나와,호텔,8.6,3성급,59044,Naha Airport,4.6 km,10 mins
호텔 안테룸 나하,2023-08-15,2023-08-16,오키나와,호텔,8.8,3성급,78726,Naha Airport,4.7 km,11 mins
문 비치 팰리스 호텔,2023-08-15,2023-08-16,오키나와,호텔,8.6,3성급,472924,Naha Airport,50.2 km,53 mins
글램데이 스타일 오키나와 요미탄 호텔 & 리조트,2023-08-15,2023-08-16,오키나와,호텔,9.2,3성급,342266,Naha Airport,15.3 km,24 mins
호텔 콜렉티브,2023-08-15,2023-08-16,오키나와,호텔,9.1,4성급,217099,Naha Airport,5.4 km,15 mins
마린 피아자 오키나와,2023-08-15,2023-08-16,오키나와,호텔,7.7,3성급,127111,Naha Airport,96.5 km,1 hour 37 mins
더블트리 바이 힐튼 오키나와 자탄 리조트,2023-08-15,2023-08-16,오키나와,호텔,8.8,4성급,548174,Naha Airport,21.3 km,39 mins
문 오션 기노완 호텔 앤 레지던스,2023-08-15,2023-08-16,오키나와,호텔,8.5,4성급,314459,Naha Airport,13.6 km,24 mins
호텔 몬토레 오키나와 스파＆리조트,2023-08-15,2023-08-16,오키나와,호텔,8.8,4성급,422039,Naha Airport,15.3 km,24 mins
더 유인치 호텔 난조,2023-08-15,2023-08-16,오키나와,호텔,8.5,3성급,110646,Naha Airport,17.3 km,30 mins
호텔 그레이스리 나하,2023-08-15,2023-08-16,오키나와,호텔,8.5,3성급,58780,Naha Airport,5.0 km,13 mins
호텔 WBF 아트 스테이 나하,2023-08-15,2023-08-16,오키나와,호텔,8.6,3성급,74147,Naha Airport,6.0 km,15 mins
GRG 호텔 나하,2023-08-15,2023-08-16,오키나와,호텔,8.2,3성급,36562,Naha Airport,5.2 km,11 mins
호텔 팜 로열 나하 고쿠사이 스트리트,2023-08-15,2023-08-16,오키나와,호텔,8.2,3성급,65178,Naha Airport,5.7 km,17 mins
호텔 오키나와 위드 산리오 캐릭터,2023-08-15,2023-08-16,오키나와,호텔,8.3,3성급,87535,Naha Airport,15.3 km,24 mins
리가 로얄 그랑 오키나와,2023-08-15,2023-08-16,오키나와,호텔,8.9,4성급,141690,Naha Airport,4.2 km,8 mins
호텔 로코어 나하,2023-08-15,2023-08-16,오키나와,호텔,8.5,3성급,69441,Naha Airport,4.7 km,11 mins
오키나와 나하나 호텔 & 스파,2023-08-15,2023-08-16,오키나와,호텔,7.7,4성급,63763,Naha Airport,15.3 km,24 mins
도큐 스테이 오키나와 나하,2023-08-15,2023-08-16,오키나와,호텔,8.7,3성급,102991,Naha Airport,4.7 km,11 mins
더 리츠칼튼 오키나와,2023-08-15,2023-08-16,오키나와,호텔,8.8,5성급,642732,Naha Airport,75.0 km,1 hour 8 mins
컴포트 호텔 나하 프리펙추얼 오피스,2023-08-15,2023-08-16,오키나와,호텔,7.8,3성급,58467,Naha Airport,4.7 km,11 mins
라젠트 호텔 오키니와 자탄,2023-08-15,2023-08-16,오키나와,호텔,8.7,4성급,31770,Naha Airport,15.3 km,24 mins
르와지르 스파 타워 나하,2023-08-15,2023-08-16,오키나와,호텔,8.2,4성급,222351,Naha Airport,4.7 km,11 mins
머큐어 호텔 오키나와 나하,2023-08-15,2023-08-16,오키나와,호텔,8.2,3성급,81767,Naha Airport,5.0 km,12 mins
다이와 로이넷 호텔 나하 고쿠사이도리,2023-08-15,2023-08-16,오키나와,호텔,8.4,3성급,64149,Naha Airport,7.9 km,19 mins
오키나와 가리유시 비치 리조트 오션 스파,2023-08-15,2023-08-16,오키나와,호텔,7.9,4성급,183685,Naha Airport,64.1 km,1 hour 6 mins
쉐라톤 오키나와 선마리나 리조트,2023-08-15,2023-08-16,오키나와,호텔,8.6,4성급,601862,Naha Airport,51.0 km,53 mins
오키나와 하버뷰 호텔,2023-08-15,2023-08-16,오키나와,호텔,8.1,4성급,102834,Naha Airport,15.3 km,24 mins
호텔 오션 오키나와,2023-08-15,2023-08-16,오키나와,호텔,8.6,3성급,92891,Naha Airport,15.3 km,24 mins
오쿠마 프라이빗 비치 & 리조트,2023-08-15,2023-08-16,오키나와,호텔,8.5,4성급,490183,Naha Airport,105 km,1 hour 45 mins
호텔 JAL 시티 나하,2023-08-15,2023-08-16,오키나와,호텔,8.6,3성급,82868,Naha Airport,5.4 km,15 mins
노보텔 오키나와 나하 호텔,2023-08-15,2023-08-16,오키나와,호텔,8.4,4성급,154692,Naha Airport,4.7 km,11 mins
호텔 라이브맥스 나하-마쓰야마,2023-08-15,2023-08-16,오키나와,호텔,6.9,3성급,36082,Fukuoka Airport,324 km,5 hours 51 mins
베스트 웨스턴 오키나와 고우키 비치,2023-08-15,2023-08-16,오키나와,호텔,8.5,3성급,333439,Naha Airport,15.3 km,24 mins
호텔 유가후 인 오키나와,2023-08-15,2023-08-16,오키나와,호텔,8.2,3성급,78477,Naha Airport,79.0 km,1 hour 13 mins
알몬트 호텔 나하 오모로마치,2023-08-15,2023-08-16,오키나와,호텔,8.2,3성급,68334,Naha Airport,7.9 km,19 mins
카후 리조트 후차쿠 콘도 호텔,2023-08-15,2023-08-16,오키나와,호텔,8.6,4성급,452893,Naha Airport,50.8 km,52 mins
더 나하 테라스,2023-08-15,2023-08-16,오키나와,호텔,8.6,4성급,226428,Naha Airport,7.0 km,18 mins
퍼시픽 호텔 오키나와,2023-08-15,2023-08-16,오키나와,호텔,7.5,3성급,42684,Naha Airport,5.2 km,10 mins
로와지르 호텔 나하,2023-08-15,2023-08-16,오키나와,호텔,7.6,3성급,154109,Naha Airport,4.9 km,11 mins
베스트 웨스턴 오키나와 온나 비치,2023-08-15,2023-08-16,오키나와,호텔,8.5,3성급,266686,Naha Airport,37.7 km,1 hour 2 mins
호텔 로코 인 오키나와,2023-08-15,2023-08-16,오키나와,호텔,7.9,3성급,37545,Naha Airport,15.3 km,24 mins
시사이드 호텔 더 비치,2023-08-15,2023-08-16,오키나와,호텔,7.9,3성급,48794,Naha Airport,22.6 km,43 mins
호텔 닛코 아리비라,2023-08-15,2023-08-16,오키나와,호텔,8.9,4성급,468808,Naha Airport,33.3 km,1 hour 3 mins
로얄 호텔 오키나와 잔파미사키,2023-08-15,2023-08-16,오키나와,호텔,8.1,3성급,208874,Naha Airport,36.1 km,1 hour 8 mins
콘도미니엄 호텔 몬파,2023-08-15,2023-08-16,오키나와,호텔,8.5,3성급,188451,Naha Airport,20.4 km,38 mins
Apa 호텔 나하,2023-08-15,2023-08-16,오키나와,호텔,7,3성급,37365,Naha Airport,4.7 km,11 mins
라구나 가든 호텔,2023-08-15,2023-08-16,오키나와,호텔,8,4성급,142288,Naha Airport,15.5 km,28 mins
가네히데 기세 비치 팰리스,2023-08-15,2023-08-16,오키나와,호텔,8.4,3성급,182783,Naha Airport,72.7 km,1 hour 4 mins
호텔 토리피토 나하 아사히바시,2023-08-15,2023-08-16,오키나와,호텔,8.8,3성급,85422,Naha Airport,4.7 km,11 mins
리치몬드 호텔 나하 구모지,2023-08-15,2023-08-16,오키나와,호텔,8,3성급,61751,Naha Airport,5.0 km,12 mins
호텔 스트라타 나하,2023-08-16,2023-08-17,오키나와,호텔,8.7,3성급,74126,Naha Airport,4.7 km,11 mins
하얏트 리젠시 나하 오키나와,2023-08-16,2023-08-17,오키나와,호텔,8.7,4성급,212988,Naha Airport,6.3 km,17 mins
호텔 마하이나 웰니스 리조트 오키나와,2023-08-16,2023-08-17,오키나와,호텔,7.8,3성급,183611,Naha Airport,97.6 km,1 hour 39 mins
더 비치 타워 오키나와,2023-08-16,2023-08-17,오키나와,호텔,8.2,4성급,223369,Naha Airport,20.0 km,37 mins
JR 규슈 호텔 블로섬 나하,2023-08-16,2023-08-17,오키나와,호텔,8.6,3성급,99678,Naha Airport,4.7 km,11 mins
